_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
943436	0116N00079000000	3436 PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	2624.47	209.54	Residential	Perry North	1	26	1	26	1	1-15	-80.01265963227824	40.48299894753157
943437	0116N00108000000	255 WATSON BLVD	PITTSBURGH, PA	0	0	4	3654.77	498.85	Residential	Perry North	1	26	1	26	1	1-15	-80.0124404852896	40.484014758922434
943438	0116N00143000000	21 RIVERVIEW AVE	PITTSBURGH, PA	0	0	4	6613.62	847.51	Residential	Perry North	1	26	1	26	1	1-15	-80.01527326954837	40.48370382618174
943439	0116P00016000000	3350 PORTOLA AVE	PITTSBURGH, PA	0	0	4	1558.7	95.82	Residential	Perry North	1	26	1	26	1	1-15	-80.01202478415713	40.48193309093628
943440	0116R00244000000	3415 COLBY ST	PITTSBURGH, PA	0	0	4	4046.73	554.54	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00412119765397	40.4836145669484
943441	0116S00002000000	3432 COLBY ST	PITTSBURGH, PA	0	0	4	1705.81	569.27	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00359575670414	40.48410221637823
943442	0119S00219000000	5422 HARRISON ST	PITTSBURGH, PA	0	0	4	2017.79	176.85	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.95101080608146	40.48366015771106
943443	0120G00123000000	BUTLER ST	PITTSBURGH, PA	0	0	4	1874.6	1607.01	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.94094389566858	40.48683762575671
943444	0120G00127000000	BUTLER ST	PITTSBURGH, PA	0	0	4	1731.1	1547.25	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.9411050737283	40.48679497259269
943445	0120G00145000000	6111 BUTLER ST	PITTSBURGH, PA	0	0	4	116272.86	59726.13	Commercial	Upper Lawrenceville	7	10	2	10	2	3-7	-79.94048126773892	40.48802784135589
943446	0120H00111000000	6250 SAWYER ST	PITTSBURGH, PA	0	0	4	1589.21	229.05	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93564425324541	40.48824901798687
943447	0120H00115000001	SAWYER ST	PITTSBURGH, PA	0	0	4	797.41	104.15	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93571793103379	40.48837111636593
943448	0120H00116000000	SAWYER ST	PITTSBURGH, PA	0	0	4	531.58	69.44	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93579934730775	40.48830131789006
943449	0120H00117000000	SAWYER ST	PITTSBURGH, PA	0	0	4	531.58	69.44	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93587162152272	40.488276913953605
943450	0120K00184000000	5726 BUTLER ST	PITTSBURGH, PA	0	0	4	1231.71	312.66	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94508693001703	40.485374307603806
943451	0120L00007000000	6048 SAWYER ST	COLUMBIA, MD	0	0	4	3375.52	3822.3	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.94018237336154	40.48669514262359
943452	0120L00226000000	1125 OGLETHORPE AVE	PITTSBURGH, PA	0	0	4	3952.74	1110.86	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93773838990975	40.48503061424898
943453	0120N00207000000	5608 DUNCAN ST	PITTSBURGH, PA	0	0	4	693.43	1.14	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.94577902112925	40.482911092355074
943454	0120N00337000000	214 57TH ST	PITTSBURGH, PA	0	0	4	2319.9	14.47	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.9454770038027	40.48413331799372
943455	0120P00358000000	1027 PREMIER ST	SOUTHINGTON, CT	0	0	4	4584.22	683.93	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.94121154764908	40.483949691393995
943456	0120R00178000000	FAIRFIELD ST	WESTLAKE, TX	0	0	4	902.21	98.02	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93896861550736	40.48425602190991
943457	0120R00179000000	1108 FAIRFIELD ST	WESTLAKE, TX	0	0	4	6399.51	819.92	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.93887293835064	40.4842151462264
943458	0120R00334000000	1329 WOODBINE ST	PITTSBURGH, PA	0	0	4	6442.49	1055.8	Residential	Stanton Heights	7	10	2	10	5	3-7	-79.9387259241911	40.48250531475361
943459	0121A00044000000	6636 BUTLER ST	PITTSBURGH, PA	0	0	4	35.4	3.66	Residential	Morningside	7	10	2	10	5	3-7	-79.92882862243542	40.48928149182495
943460	0121G00108000000	BALLARD WAY	PITTSBURGH, PA	0	0	4	675.89	88.28	Residential	Morningside	7	10	2	10	5	3-7	-79.92299016273812	40.48829178200111
943461	0121G00127000000	2004 JANCEY ST	PITTSBURGH, PA	0	0	4	2771.85	362.02	Residential	Morningside	7	10	2	10	5	3-7	-79.92389788682902	40.488136969466325
943462	0121G00128000000	2004 JANCEY ST	PITTSBURGH, PA	0	0	4	1814.99	237.06	Residential	Morningside	7	10	2	10	5	3-7	-79.92422703535468	40.488272496092094
943463	0121J00355000000	1660 DUFFIELD ST	PITTSBURGH, PA	0	0	4	7516.79	922.83	Residential	Morningside	7	10	2	10	5	3-7	-79.92978611393657	40.484750027514906
943464	0121K00079000000	1818 MORNINGSIDE AVE	PITTSBURGH, PA	0	0	4	6444.8	79.19	Commercial	Morningside	7	10	2	10	5	3-7	-79.92656061269913	40.48668414614524
943465	0123N00085000000	1007 HEBERTON ST	PITTSBURGH, PA	0	0	4	14211.47	1120.14	Residential	Highland Park	7	11	2	11	5	3-9	-79.91563494028179	40.472635300560654
943466	0124A00045000000	6360 JACKSON ST	IRVING, TX	0	0	4	11091.47	1232.38	Residential	Highland Park	7	11	2	11	5	3-9	-79.91414637649177	40.469890022029766
943467	0124E00067000000	6333 STANTON AVE	IRVING, TX	0	0	4	5700.91	190.02	Residential	Highland Park	7	11	2	11	5	3-9	-79.91562005965366	40.46894005207548
943468	0124E00159000000	6336 STANTON AVE	STERLING, VA	0	0	4	6456.66	528.76	Residential	Highland Park	7	11	2	11	5	3-9	-79.91544114336781	40.46848552527873
943469	0124E00206000000	6320 SAINT MARIE ST	IRVING, TX	0	0	4	5437.99	247.12	Residential	Highland Park	9	11	2	11	5	3-8	-79.91535354812684	40.46776398274618
943470	0124E00348000000	LENORA ST	PITTSBURGH, PA	0	0	4	271.6	43.37	Residential	Larimer	9	12	2	12	5	3-12	-79.91244907600776	40.46733841484201
943471	0124F00081000000	655 LENORA ST	PITTSBURGH, PA	0	0	4	654.22	137.43	Residential	Larimer	9	12	2	12	5	3-12	-79.91123584352654	40.46819877545446
943472	0124F00168000000	664 LENORA ST	PITTSBURGH, PA	0	0	4	1529.82	114.44	Residential	Larimer	9	12	2	12	5	3-12	-79.91080881381421	40.46800027741347
943473	0124G00060000000	6403 CLIFFORD ST	CANTON, OH	0	0	4	2709.43	964.87	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90499603588614	40.46974085787025
943474	0124G00340000000	1105 LARIMER AVE	VERONA, PA	0	0	4	1655.44	132.19	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.9072152411602	40.468168465606816
943475	0124H00045000500	6586 NAVARRO ST	PITTSBURGH, PA	0	0	4	31.27	4.22	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.9032478687165	40.46869599699047
943476	0124J00019000000	429 LARIMER AVE	PITTSBURGH, PA	0	0	4	6986.21	210.82	Residential	Larimer	9	12	2	12	5	3-10	-79.9149897304416	40.46525880669149
943477	0124J00195000000	11 SHETLAND ST	PITTSBURGH, PA	0	0	4	693.95	151.31	Residential	Larimer	9	12	2	12	5	3-12	-79.91241505591286	40.46702229141904
943478	0124J00241000000	501 LARIMER AVE	PITTSBURGH, PA	0	0	4	2894.97	1030.95	Commercial	Larimer	9	12	2	12	5	3-12	-79.91456186939122	40.465519877550015
943479	0124K00138000000	603 THOMPSON ST	PITTSBURGH, PA	0	0	4	17.39	2.34	Residential	Larimer	9	12	2	12	5	3-12	-79.91115713482695	40.465446840840514
943480	0124K00204000000	636 THOMPSON ST	AUSTELL, GA	0	0	4	309.36	1.25	Residential	Larimer	9	12	2	12	5	3-12	-79.90965515746582	40.465927002701726
943481	0124M00242000000	6601 APPLE ST	PITTSBURGH, PA	0	0	4	1289.1	189.39	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90283817180723	40.46664477210021
943482	0124M00262000000	1126 MONTEZUMA ST	PITTSBURGH, PA	0	0	4	1085.99	141.85	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90234452654873	40.46715726547697
943483	0124N00367000000	150 STOEBNER WAY	PITTSBURGH, PA	0	0	4	442.24	68.35	Residential	Larimer	9	12	2	12	5	3-12	-79.91243966606973	40.46433433654031
943484	0124P00152000000	628 WINFIELD ST	VERONA, PA	0	0	4	2000.36	367.36	Residential	Larimer	9	12	2	12	5	3-12	-79.90866541790444	40.464488178728814
943485	0124P00238000000	LOWELL ST	PITTSBURGH, PA	0	0	4	379.7	49.57	Commercial	Larimer	9	12	2	12	5	3-12	-79.90849831605411	40.464181502012266
943486	0124R00224000000	6722 ATWELL ST	PITTSBURGH, PA	0	0	4	826.35	101.9	Residential	Homewood West	9	12	2	12	5	3-18	-79.90395190938321	40.462621133227096
943487	0124R00281000000	6623 TENNIS ST	PITTSBURGH, PA	0	0	4	1561.64	249.55	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90449489754117	40.46394334868241
943488	0124R00307000000	6615 LYRIC ST	PITTSBURGH, PA	0	0	4	852.46	14.2	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.90445416638426	40.46450986257189
943489	0124S00073000000	6703 ROWAN ST	PITTSBURGH, PA	0	0	4	329.27	36.87	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.9027405022609	40.464576204442345
943490	0124S00167000000	6827 LYRIC ST	PITTSBURGH, PA	0	0	4	428.51	572.02	Residential	Homewood West	9	12	2	12	5	3-18	-79.90227494625701	40.4632250907073
943491	0124S00306000000	UPLAND ST	PITTSBURGH, PA	0	0	4	90.52	12.25	Residential	Homewood West	9	12	2	12	5	3-18	-79.90031759556435	40.46362526953737
943492	0125A00140000000	MAYFLOWER ST	PITTSBURGH, PA	0	0	4	284.4	49	Residential	Larimer	9	12	2	12	5	3-12	-79.91223196326777	40.46125379216675
943493	0125A00162000000	230 CARVER ST	PITTSBURGH, PA	0	0	4	1614.52	20.11	Residential	Larimer	9	12	2	12	5	3-12	-79.9123050415192	40.46186038326957
943494	0125A00174000000	241 MAYFLOWER ST	PITTSBURGH, PA	0	0	4	437.04	57.35	Residential	Larimer	9	12	2	12	5	3-12	-79.91262531059017	40.461643384946896
943495	0125A00207000000	228 MAYFLOWER ST	PITTSBURGH, PA	0	0	4	729.04	95.22	Residential	Larimer	9	12	2	12	5	3-12	-79.91323990258891	40.46156232102465
943496	0125A00341000000	6359 EAST LIBERTY BLVD	PITTSBURGH, PA	0	0	4	506.02	60.89	Residential	Larimer	9	12	2	12	5	3-10	-79.91573529059485	40.46211138783615
943497	0125C00218000000	889 INWOOD ST	PITTSBURGH, PA	0	0	4	545.7	6.95	Residential	Homewood West	9	12	2	12	5	3-17	-79.90477822171884	40.460780644543895
943498	0125C00232000000	851 B INWOOD ST	PITTSBURGH, PA	0	0	4	249	33.75	Residential	Homewood West	9	12	2	12	5	3-17	-79.90489725841486	40.460209002784815
943499	0125D00171000000	6948 KEDRON ST	PITTSBURGH, PA	0	0	4	1592.56	145.53	Residential	Homewood West	9	12	2	12	5	3-18	-79.90030322465978	40.46183752756209
943500	0125G00140000000	842 INWOOD ST	PITTSBURGH, PA	0	0	4	2098.04	295.52	Residential	Homewood West	9	12	2	12	5	3-17	-79.9042594971044	40.45999072588869
943501	0125G00223000000	6817 FRANKSTOWN AVE	PITTSBURGH, PA	0	0	4	3607.19	471.14	Residential	Homewood West	9	12	2	12	5	3-17	-79.90528627386931	40.458425734653154
943502	0125G00289000000	6729 FRANKSTOWN AVE	PITTSBURGH, PA	0	0	4	2885.72	376.91	Residential	Homewood West	9	12	2	12	5	3-17	-79.90707126947646	40.458747646215336
943503	0125H00338000000	7013 BENNETT ST	CYPRESS, TX	0	0	4	3113.62	406.66	Residential	Homewood South	9	13	2	13	5	3-17	-79.9007462104123	40.45768436130912
943504	0125K00148000000	6725 HAMILTON AVE	PITTSBURGH, PA	0	0	4	173.74	27.58	Residential	Homewood West	9	12	2	12	5	3-17	-79.90802915342074	40.457315566378014
943505	0125L00030000000	6911 KELLY ST	PITTSBURGH, PA	0	0	4	1233.99	642.89	Residential	Homewood West	9	12	2	12	5	3-17	-79.90373173624657	40.45735199129713
943506	0125L00036000000	6910 KELLY ST	PITTSBURGH, PA	0	0	4	665.61	93.22	Residential	Homewood West	9	12	2	12	5	3-17	-79.90392338902898	40.45683568474863
943507	0125L00068000000	KELLY ST	PITTSBURGH, PA	0	0	4	470.82	61.49	Commercial	Homewood West	9	12	2	12	5	3-17	-79.90604765325118	40.45732457700797
943508	0125M00013000000	7039 BENNETT ST	CHESAPEAKE, VA	0	0	4	1571.26	156.27	Residential	Homewood South	9	13	2	13	5	3-17	-79.89986907318038	40.457473698630075
943509	0125P00087000000	6801 THOMAS BLVD	HUNTERSVILLE, NC	0	0	4	11807.7	0	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.90867322378297	40.45414555934324
943510	0125P00139000000	6734 THOMAS BLVD	OKLAHOMA CITY, OK	0	0	4	13183.2	1721.88	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.9100933309245	40.453977243844285
943511	0125R00015000000	6830 THOMAS BLVD	PITTSBURGH, PA	0	0	4	7943.92	1404.26	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.90779203452259	40.45316281268397
943512	0125R00192000000	6911 MCPHERSON BLVD	JERSEY CITY, NJ	0	0	4	5961.31	790.87	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.90565861505182	40.45427114360047
943513	0126D00014000100	417 JONATHAN CT	WEST MIFFLIN, PA	0	0	4	2546.07	354.03	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.9000688966751	40.45271627362899
943514	0126D00084000000	7140 MCPHERSON BLVD	PITTSBURGH, PA	0	0	4	9105.82	1125.34	Residential	Point Breeze North	9	14	2	14	4	3-14	-79.90019806853068	40.45175420909954
943515	0126E00106000000	421 HASTINGS ST	PITTSBURGH, PA	0	0	4	5070.99	363.02	Residential	Point Breeze	9	14	2	14	4	2-17	-79.91422360701678	40.449484975324886
943516	0126F00057000000	6859 REYNOLDS ST	PITTSBURGH, PA	0	0	4	22569.55	2152.62	Residential	Point Breeze	9	14	2	14	4	2-17	-79.91082058450405	40.449256825393725
943517	0126F00224000000	6938 REYNOLDS ST	PITTSBURGH, PA	0	0	4	16053.48	1324.07	Residential	Point Breeze	9	14	2	14	4	3-14	-79.90892104813916	40.44802284730251
943518	0126N00164000000	6678 WOODWELL ST	SANTA ANA, CA	0	0	4	15483.59	381.37	Residential	Squirrel Hill North	8	14	3	14	4	2-18	-79.91241116207075	40.44444777406771
943519	0127A00045000000	6652 NORTHUMBERLAND ST	PITTSBURGH, PA	0	0	4	374.6	164.02	Residential	Squirrel Hill North	8	14	3	14	4	2-18	-79.91291426737497	40.442795047385786
943520	0127J00029000000	1775 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	4	43571.63	3738.75	Residential	Squirrel Hill South	5	14	3	14	4	2-18	-79.9134500395928	40.43785907715203
943521	0128E00100000000	MOUNT ROYAL RD	PITTSBURGH, PA	0	0	4	613.04	818.65	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91403110435108	40.428873533926414
943522	0129D00103000000	216 WHIPPLE ST	PITTSBURGH, PA	0	0	4	2633.78	5.78	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.8999083327218	40.42163260476112
943523	0129G00207000000	1137 GOODMAN ST	PITTSBURGH, PA	0	0	4	9818.42	6398.56	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90492125066467	40.41899732737757
943524	0129G00212000000	PHILANDER ST	CHARLESTON, WV	0	0	4	1234.35	92.02	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90445638006419	40.418997091000215
943525	0133P00204000000	4809 INTERBORO AVE	BETHEL PARK, PA	0	0	4	9143.16	1194.2	Residential	Lincoln Place	5	31	4	31	4	4-20	-79.91036464746239	40.375073818474725
943526	0134A00067000000	3 WHEELING ST	PORT SAINT LUC, FL	0	0	4	4595.46	401.34	Residential	Hays	5	31	4	31	4	4-20	-79.93140941570365	40.38265798764744
943527	0134A00116000000	640 MIFFLIN RD	PITTSBURGH, PA	0	0	4	2276.19	528.14	Residential	Hays	5	31	4	31	4	4-20	-79.92941664869404	40.38240308023068
943528	0134E00015000000	30 WHEELING ST	PITTSBURGH, PA	0	0	4	229.86	38.83	Residential	Hays	5	31	4	31	4	4-20	-79.93232663194976	40.3819453790026
943529	0134J00100000000	GODARD ST	PITTSBURGH, PA	0	0	4	1249.54	1085.51	Residential	Hays	5	31	4	31	4	4-20	-79.93132913937954	40.378663873988366
943530	0134L00172000000	813 MOONEY RD	PITTSBURGH, PA	0	0	4	1163.97	173.5	Residential	New Homestead	5	31	4	31	4	4-20	-79.92264946383125	40.37933239363649
943531	0135H00197000000	662 BALDWIN RD	PITTSBURGH, PA	0	0	4	868.09	128.56	Residential	Hays	5	31	4	31	4	4-20	-79.93497435232541	40.38118885410878
943532	0135H00200000000	662 BALDWIN RD	PITTSBURGH, PA	0	0	4	1458.04	190.44	Residential	Hays	5	31	4	31	4	4-20	-79.93507975368048	40.3810506743388
943533	0135M00024000000	855 BALDWIN RD	MUNHALL, PA	0	0	4	5088.06	664.56	Industrial	Hays	5	31	4	31	4	4-20	-79.9367137530012	40.378802706524446
943534	0135M00043000000	707 BALDWIN RD	PITTSBURGH, PA	0	0	4	2829.15	351.02	Residential	Hays	5	31	4	31	4	4-20	-79.93560239473929	40.37953639080659
943535	0135M00045000000	705 BALDWIN RD	MC KEES ROCKS, PA	0	0	4	3245.34	197.33	Residential	Hays	5	31	4	31	4	4-20	-79.93553557668707	40.37967479201956
943536	0135R00035000000	BALDWIN RD	HOMESTEAD, PA	0	0	4	1101.17	143.83	Residential	Hays	5	31	4	31	4	4-20	-79.9389785596026	40.37708738327792
943537	0135R00164000000	899 BALDWIN RD	HOMESTEAD, PA	0	0	4	2802.25	366	Commercial	Hays	5	31	4	31	4	4-20	-79.93821756469688	40.37703881081077
943538	0135R00170000000	899 BALDWIN RD	HOMESTEAD, PA	0	0	4	3964.06	517.74	Commercial	Hays	5	31	4	31	4	4-20	-79.93758284218741	40.37732799973752
943539	0135R00189000000	903 BALDWIN RD	HOMESTEAD, PA	0	0	4	759.4	99.18	Residential	Hays	5	31	4	31	4	4-20	-79.9375102239543	40.37665946920645
943540	0137A00213000000	150 CLAUS AVE	PITTSBURGH, PA	0	0	4	1847.15	784.09	Residential	Carrick	4	29	4	29	3	4-23	-79.98187609288365	40.38306209700556
943541	0137B00018000000	2700 BROWNSVILLE RD	PITTSBURGH, PA	0	0	4	17705.4	2058.68	Commercial	Carrick	4	29	4	29	3	4-23	-79.97808465340265	40.38433155795393
943542	0138A00236000000	2424 SAW MILL RUN BLVD	PITTSBURGH, PA	0	0	4	19014.99	2222.47	Commercial	Overbrook	4	32	4	32	3	4-25	-79.99566648253479	40.384202354700086
943543	0138C00116000000	423 MAYTIDE ST	PITTSBURGH, PA	0	0	4	3926.13	512.78	Residential	Overbrook	4	29	4	29	3	4-23	-79.9881486632278	40.38417322004411
943544	0138F00254000000	25 LODGE ST	POMONA, CA	0	0	4	1874.05	246.94	Residential	Overbrook	4	32	4	32	3	4-23	-79.99357871348627	40.38190252071832
943545	0138J00043000000	2533 HOMEHURST AVE	PITTSBURGH, PA	0	0	4	3817.5	246.74	Residential	Overbrook	4	32	4	32	3	4-25	-79.99781678259505	40.37937945435544
943546	0138J00190000000	2349 HILLVIEW ST	PITTSBURGH, PA	0	0	4	1869.3	345.36	Residential	Overbrook	4	32	4	32	3	4-25	-79.99675742277535	40.37849424643244
943547	0138J00293000000	2426 HILLVIEW ST	PITTSBURGH, PA	0	0	4	2773.68	441.89	Residential	Overbrook	4	32	4	32	3	4-25	-79.99631287724726	40.37959698893673
943548	0139C00250000000	1758 EBEN ST	PITTSBURGH, PA	0	0	4	4891.48	562.16	Residential	Brookline	4	32	4	32	6	4-25	-80.00728229358526	40.38467497947734
943549	0139D00073000000	BERNARD ST	PITTSBURGH, PA	0	0	4	626.2	84.89	Residential	Overbrook	4	32	4	32	3	4-25	-80.00233539243662	40.38305907056686
943550	0139M00076000000	2646 LIBRARY RD	PITTSBURGH, PA	0	0	4	1822.48	268.73	Residential	Overbrook	4	32	4	32	3	4-25	-80.00128079288861	40.379598300463165
943551	0139M00118000000	KINGWOOD ST	EIGHTY FOUR, PA	0	0	4	876.73	70.01	Residential	Overbrook	4	32	4	32	3	4-25	-80.00267626182271	40.37786306474885
943552	0139S00024000000	2848 BELLEVILLE ST	PITTSBURGH, PA	0	0	4	2472	3069.28	Residential	Overbrook	4	32	4	32	3	4-25	-80.00283214968476	40.37501298501003
943553	0162P00099000000	149 MONTVIEW ST	PITTSBURGH, PA	0	0	4	2318.21	324.25	Residential	Perry North	1	26	1	26	1	1-15	-80.0255661174768	40.491869515200165
943554	0162R00250000000	PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	1526.45	199.37	Residential	Perry North	1	26	1	26	1	1-15	-80.02075506655052	40.492217272879984
943555	0162R00258000000	4058 PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	3518.59	274.96	Residential	Perry North	1	26	1	26	1	1-15	-80.02133080288793	40.49257950936079
943556	0162R00294000000	4137 FRANKLIN RD	PITTSBURGH, PA	0	0	4	3189.56	416.59	Residential	Perry North	1	26	1	26	1	1-15	-80.02133644386434	40.49384098492404
943557	0172L00130000000	144 BROADCREST DR	PITTSBURGH, PA	0	0	4	1824.77	227.02	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.88962618715851	40.47513833545739
943558	0172N00013000000	6961 LEMINGTON AVE	PITTSBURGH, PA	0	0	4	394.76	51.8	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.8985913908604	40.47232058698893
943559	0172N00031000000	6912 CHURCHLAND ST	PITTSBURGH, PA	0	0	4	628.33	86	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89843010125526	40.47280742838375
943560	0172P00148000000	7054 CAMPANIA AVE	PITTSBURGH, PA	0	0	4	5430.71	590.44	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89319076345379	40.473386524025706
943561	0172R00172000000	124 BROADCREST DR	PITTSBURGH, PA	0	0	4	4982.99	3519.28	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.88851053607264	40.474597636082805
943562	0173B00139000000	1572 LINCOLN AVE	PITTSBURGH, PA	0	0	4	919.37	94.82	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89343608987528	40.469969355651095
943563	0173B00157000000	7157 CHURCHLAND ST	PITTSBURGH, PA	0	0	4	782.68	102.36	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.8950370839661	40.47036015552887
943564	0173B00221000000	1581 LINCOLN AVE	PITTSBURGH, PA	0	0	4	4197.09	5779.48	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89369043473326	40.47040017799964
943565	0173B00239000000	7164 ROSS GARDEN RD	PITTSBURGH, PA	0	0	4	288.12	41.08	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.8938045922495	40.47092503183399
943566	0173B00277000000	7141 ROSS GARDEN RD	PITTSBURGH, PA	0	0	4	1355.34	154.72	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89414087254974	40.471653530806975
943567	0173E00061000000	1354 PAULSON AVE	PITTSBURGH, PA	0	0	4	1327.39	141.11	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.89867724158371	40.46945425896276
943568	0173E00157000000	1343 POINTVIEW ST	PITTSBURGH, PA	0	0	4	3393.51	56.53	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.89834817119353	40.46777326177006
943569	0173E00178000000	1352 POINTVIEW ST	PITTSBURGH, PA	0	0	4	201.5	50.47	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.8977711228267	40.46797272860836
943570	0173E00344000000	1351 GROTTO ST	PITTSBURGH, PA	0	0	4	1384.14	202.27	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89641931123165	40.4674987059934
943571	0173F00102000000	1405 WESTMORELAND AVE	PITTSBURGH, PA	0	0	4	1423.29	1450.14	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89481939256352	40.46798626127468
943572	0173F00228000000	1609 BROADHEAD ST	PITTSBURGH, PA	0	0	4	2700.63	513.21	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89170010461226	40.46916467634224
943573	0173G00014000000	1645 BROADHEAD ST	PITTSBURGH, PA	0	0	4	713.82	93.24	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-18	-79.89077343265667	40.46970539067309
943574	0173J00143000000	1229 LINCOLN AVE	PITTSBURGH, PA	0	0	4	616.83	58.69	Residential	Lincoln-Lemington-Belmar	9	12	2	12	5	3-15	-79.89836789519242	40.465650674263046
