_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
943285	0075S00033000000	LANGFITT AVE	IRVING, TX	0	0	4	558.42	55.83	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03681470517073	40.47340008261329
943286	0075S00123000000	3184 MCCLURE AVE	PITTSBURGH, PA	0	0	4	4126.48	103.16	Commercial	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03489443237329	40.47378701473362
943287	0076F00043000000	1023 WOODS RUN AVE	PITTSBURGH, PA	0	0	4	1102.25	126.77	Residential	Marshall-Shadeland	1	27	1	27	1	1-14	-80.02743704908606	40.478602537887696
943288	0076F00053000000	1043 WOODS RUN AVE	PITTSBURGH, PA	0	0	4	4062.83	530.66	Residential	Marshall-Shadeland	1	27	1	27	1	1-14	-80.02787448127053	40.478002032065255
943289	0076K00259000000	930 ROTHPLETZ ST	PITTSBURGH, PA	0	0	4	2746.12	372.35	Residential	Marshall-Shadeland	1	27	1	27	1	1-14	-80.02521330463418	40.475912807634536
943290	0076L00102000000	840 GRAND AVE	PITTSBURGH, PA	0	0	4	829.83	271.77	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.02315992716467	40.476217666718235
943291	0076N00195000000	3044 FREDERICK ST	PITTSBURGH, PA	0	0	4	2138.28	168.95	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.0304639589487	40.47301385131487
943292	0076N00280000000	3049 WADLOW ST	PITTSBURGH, PA	0	0	4	3770.39	4804.01	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.03004055324078	40.47327378115287
943293	0076N00299000000	3011 VENSEL WAY	PITTSBURGH, PA	0	0	4	1624.12	62.8	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.02914599875939	40.47224199364616
943294	0076P00084000000	3120 INGLIS ST	PITTSBURGH, PA	0	0	4	2860.47	351.2	Residential	Marshall-Shadeland	6	27	1	27	1	1-14	-80.02794068796953	40.47409164471621
943295	0077B00193000A00	138 WATSON BLVD	PITTSBURGH, PA	0	0	4	1784.01	139.92	Residential	Perry North	1	26	1	26	1	1-15	-80.01003307701654	40.48127172203176
943296	0077E00071000000	3105 PERRYSVILLE AVE	MC KEES ROCKS, PA	0	0	4	2905.96	229.02	Residential	Perry North	6	26	1	26	1	1-23	-80.01262285734168	40.477657454205605
943297	0077F00031000000	3100 PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	3721.72	655.18	Residential	Perry North	1	26	1	26	1	1-23	-80.0119215708048	40.477553518391325
943298	0077F00037000000	3023 VIOLA ST	PITTSBURGH, PA	0	0	4	2964.19	536.71	Residential	Perry North	1	26	1	26	1	1-15	-80.01162112435058	40.47700386685639
943299	0077J00211000000	3015 MOUNT ALLISTER RD	PITTSBURGH, PA	0	0	4	1257.09	535.19	Residential	Perry North	6	26	1	26	1	1-23	-80.0145673251019	40.47628289888842
943300	0077K00003000000	3007 VIOLA ST	PITTSBURGH, PA	0	0	4	2047.47	299.78	Residential	Perry North	1	26	1	26	1	1-15	-80.01170531057353	40.476563105621786
943301	0077K00140000000	110 MILROY ST	INDIANA, PA	0	0	4	885.53	442.29	Residential	Perry South	6	26	1	26	1	1-23	-80.01090401332708	40.47604102884696
943302	0077N00180000000	MAYFIELD AVE	PITTSBURGH, PA	0	0	4	339.52	46.04	Residential	Perry South	6	26	1	26	1	1-23	-80.01212355970962	40.47363500996076
943303	0077N00252000000	2702 DELGAR ST	IRVING, TX	0	0	4	339.52	45.35	Residential	Perry South	6	26	1	26	1	1-23	-80.01415935768199	40.47253464350171
943304	0077N00305000000	329 MARSHALL AVE	PITTSBURGH, PA	0	0	4	4829.8	80.31	Residential	Perry South	6	26	1	26	1	1-23	-80.01523537358338	40.473144919452245
943305	0077P00190000000	2719 VETERAN ST	PITTSBURGH, PA	0	0	4	1643.91	131.26	Residential	Perry South	6	26	1	26	1	1-23	-80.00966864772262	40.47313655182525
943306	0077P00213000000	2818 PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	1832.37	375.33	Residential	Perry South	6	26	1	26	1	1-23	-80.010055576117	40.47407133362145
943307	0077P00277000000	2807 PERRYSVILLE AVE	PITTSBURGH, PA	0	0	4	5695.37	6220.97	Residential	Perry South	6	26	1	26	1	1-23	-80.01071813532344	40.473731553208296
943308	0077P00322000000	2655 ELLIS ST	PITTSBURGH, PA	0	0	4	995.43	213.74	Residential	Perry South	6	26	1	26	1	1-23	-80.01141735496729	40.47221977749002
943309	0077P00356000000	2725 ELLIS ST	PITTSBURGH, PA	0	0	4	1134.82	104.25	Residential	Perry South	6	26	1	26	1	1-23	-80.01143057402467	40.473202982646015
943310	0077P00377000000	233 KENNEDY AVE	PITTSBURGH, PA	0	0	4	4523.39	603.85	Residential	Perry South	6	26	1	26	1	1-23	-80.01175744592929	40.47397698490405
943311	0080D00293000000	5204 KEYSTONE ST	PITTSBURGH, PA	0	0	4	1375.86	78.13	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.9524673318304	40.47945364114984
943312	0080D00320000A00	521 53RD ST	MC KEESPORT, PA	0	0	4	2493.1	937.86	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.9502691173602	40.480751167797294
943313	0080D00385000000	5271 DUNCAN ST	PITTSBURGH, PA	0	0	4	820.79	77.91	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.94996211154256	40.48001202126864
943314	0080G00027000000	4923 HATFIELD ST	PITTSBURGH, PA	0	0	4	315.15	20.29	Residential	Central Lawrenceville	7	9	2	9	2	3-5	-79.95725894001872	40.47819433580239
943315	0080G00212000C00	5141 CARNEGIE ST	PITTSBURGH, PA	0	0	4	2661.24	703.93	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.95432780403756	40.479017086691755
943316	0080H00145000000	5231 LOTUS WAY	GIBSONIA, PA	0	0	4	3409.73	445.35	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.95120511308022	40.47941508696473
943317	0080K00289000000	4723 BUTLER ST	LEWES, DE	0	0	4	26214.53	2851.55	Commercial	Central Lawrenceville	7	9	2	9	2	3-5	-79.95801903706611	40.47481606945811
943318	0080P00035000000	151 44TH ST	PITTSBURGH, PA	0	0	4	5740.49	100.07	Residential	Central Lawrenceville	7	9	2	9	2	3-3	-79.96108868442522	40.47270741889751
943319	0080P00088000A00	189 LOCARNA WAY	PITTSBURGH, PA	0	0	4	2430.08	317.39	Residential	Central Lawrenceville	7	9	2	9	2	3-3	-79.95991393112979	40.47218901149584
943320	0080P00100000B00	174 B COTTON WAY	LOUISVILLE, OH	0	0	4	1404.95	588.5	Residential	Central Lawrenceville	7	9	2	9	2	3-3	-79.96001067645669	40.47304043466788
943321	0080P00272000000	135 46TH ST	PITTSBURGH, PA	0	0	4	3549.88	291.63	Residential	Central Lawrenceville	7	9	2	9	2	3-3	-79.9606619414019	40.4744265604324
943322	0081A00250000000	5516 CELADINE ST	PITTSBURGH, PA	0	0	4	3133.67	412.89	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94564826125638	40.48104021036323
943323	0081A00323000000	5414 CAMELIA ST	PITTSBURGH, PA	0	0	4	608.95	355.88	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.94605370782956	40.479603978790315
943324	0081B00122000000	MCCANDLESS AVE	PITTSBURGH, PA	0	0	4	60.36	8.19	Residential	Stanton Heights	7	10	2	10	5	3-5	-79.9438410089248	40.480956669869705
943325	0081B00230000000	4359 STANTON AVE	PITTSBURGH, PA	0	0	4	5519.08	671.3	Residential	Stanton Heights	9	10	2	10	5	3-5	-79.94222028037714	40.481028398025735
943326	0081C00109000000	4507 COLERIDGE ST	PITTSBURGH, PA	0	0	4	5093.07	1249.96	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.93927876465027	40.48109113731916
943327	0081E00060000000	5256 CELADINE ST	AVONMORE, PA	0	0	4	1947.53	227.16	Residential	Upper Lawrenceville	7	10	2	10	2	3-5	-79.94855303578126	40.47839378030817
943328	0081F00087000000	946 WOODBINE ST	PITTSBURGH, PA	0	0	4	1679.46	163.53	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.94327584125747	40.47809039417983
943329	0081F00170000000	4347 COLERIDGE ST	POMONA, CA	0	0	4	5671.84	516.84	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.9424414531249	40.47889920217072
943330	0081G00024000000	1136 STANTON TER	PITTSBURGH, PA	0	0	4	3442.26	1759.97	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.93857066682634	40.47900081671422
943331	0081G00223000000	1044 STANTON TER	PITTSBURGH, PA	0	0	4	5232.96	553.4	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.94046749938782	40.477953760053296
943332	0081G00261000000	1120 WOODBINE ST	PITTSBURGH, PA	0	0	4	2542.29	432.55	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.94096501484535	40.47877762918018
943333	0081H00154000000	5023 ROSECREST DR	PITTSBURGH, PA	0	0	4	7790.8	1193.78	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.93480974125616	40.478296137161806
943334	0081H00264000000	5062 ROSECREST PL	PITTSBURGH, PA	0	0	4	6541.09	1030.21	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.93544444485856	40.477420524045066
943335	0081L00070000000	930 BRINTELL ST	PITTSBURGH, PA	0	0	4	8710.47	1292.54	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.93882725142724	40.47610751463999
943336	0081L00208000000	904 ORANMORE ST	PITTSBURGH, PA	0	0	4	4869.71	593.54	Residential	Stanton Heights	9	10	2	10	5	3-7	-79.9371299570334	40.47534731235748
943337	0082G00099140600	1406 N NEGLEY AVE	PITTSBURGH, PA	0	0	4	8120.76	1186.87	Residential	Highland Park	7	11	2	11	5	3-9	-79.9223048807964	40.478938262737685
943338	0082H00066000000	5709 CALLOWHILL ST	MARINA DEL REY, CA	0	0	4	6295.49	822.27	Residential	Highland Park	7	11	2	11	5	3-9	-79.9202143826357	40.47801269313239
943339	0082H00068000000	5711 CALLOWHILL ST	MARINA DEL REY, CA	0	0	4	5961.33	778.61	Residential	Highland Park	7	11	2	11	5	3-9	-79.92014148470876	40.47798568329252
943340	0083B00205000000	715 N NEGLEY AVE	PITTSBURGH, PA	0	0	4	12226.42	1596.9	Residential	East Liberty	9	11	2	11	5	3-8	-79.9272051114813	40.47031609316437
943341	0083B00375000000	816 PORTLAND ST	IRVING, TX	0	0	4	6089.92	91.62	Residential	Highland Park	7	11	2	11	5	3-9	-79.92523846437662	40.471988600598976
943342	0083D00203000000	828 N SHERIDAN AVE	PITTSBURGH, PA	0	0	4	4073.71	1045.12	Residential	Highland Park	7	11	2	11	5	3-9	-79.91803156264142	40.469965944584935
943343	0083E00047000000	5517 BLACK ST	NAPERVILLE, IL	0	0	4	3797	94.67	Residential	East Liberty	9	11	2	11	5	3-4	-79.92935872054633	40.469739809332594
943344	0083E00076000000	5498 BLACK ST	PITTSBURGH, PA	0	0	4	2234.66	313.35	Residential	Garfield	9	11	2	11	5	3-4	-79.92998171788595	40.46938486641152
943345	0083E00229000000	412 N FAIRMOUNT ST	PITTSBURGH, PA	0	0	4	3963.56	415.36	Residential	Garfield	9	11	2	11	5	3-4	-79.93084667775231	40.46764880678467
943346	0083G00158000000	712 N BEATTY ST	PITTSBURGH, PA	0	0	4	3153.55	433.37	Residential	East Liberty	9	11	2	11	5	3-8	-79.922497084199	40.4687482129638
943347	0083J00183000000	N FAIRMOUNT ST	PITTSBURGH, PA	0	0	4	2759.73	1371.34	Residential	Garfield	9	11	2	11	5	3-4	-79.93088502922673	40.46704697423842
943348	0083K00087000000	5647 RURAL ST	PITTSBURGH, PA	0	0	4	3593.13	282.44	Residential	East Liberty	9	11	2	11	5	3-8	-79.92757983584016	40.4651440786117
943349	0084D00064000000	429 ENRIGHT CT	PITTSBURGH, PA	0	0	4	1203.2	57.28	Residential	East Liberty	9	12	2	12	5	3-10	-79.91697105654357	40.46132844413314
943350	0084D00092000000	325 ENRIGHT CT	PITTSBURGH, PA	0	0	4	1579.47	229.56	Residential	East Liberty	9	12	2	12	5	3-10	-79.91726121568638	40.461234642068646
943351	0084E00070000000	302 S SAINT CLAIR ST	PITTSBURGH, PA	0	0	4	45902.48	1050.47	Commercial	East Liberty	7	8	2	8	5	3-23	-79.93089045519208	40.459915797802765
943352	0084H00045000000	100 DENNISTON ST UNIT 61	PITTSBURGH, PA	0	0	4	23769.22	3104.51	Residential	Shadyside	8	7	2	7	4	3-13	-79.91830784771827	40.45771494595362
943353	0084J00262000000	5862 A ELLSWORTH AVE	PITTSBURGH, PA	0	0	4	5100	1553.25	Residential	Shadyside	8	7	2	7	4	3-11	-79.92876188676719	40.457183479530485
943354	0084K00314020100	363 S HIGHLAND AVE UNIT 201	PITTSBURGH, PA	0	0	4	10070.62	2130.4	Residential	Shadyside	8	7	2	7	4	3-11	-79.92497367818693	40.45529610857356
943355	0085A00182000000	735 S NEGLEY AVE	PITTSBURGH, PA	0	0	4	29381.21	3837.5	Residential	Shadyside	8	7	2	7	4	3-11	-79.93079538978037	40.45225506780321
943356	0085E00056000000	5618 KENTUCKY AVE	LANCASTER, PA	0	0	4	59486.24	991.4	Commercial	Shadyside	8	7	2	7	4	3-22	-79.9303039568722	40.450224779161886
943357	0085J00093000000	1150 WIGHTMAN ST	PITTSBURGH, PA	0	0	4	7940.76	583.21	Residential	Squirrel Hill North	8	14	3	14	4	2-17	-79.92902818092216	40.44608447339871
943358	0085N00181000000	1303 MURDOCH RD	IRVING, TX	0	0	4	3204.89	108.45	Residential	Squirrel Hill North	8	14	3	14	4	2-8	-79.93011707268637	40.44354764928035
943359	0085N00233000000	5540 FAIR OAKS ST	PITTSBURGH, PA	0	0	4	7776.48	304.92	Residential	Squirrel Hill North	8	14	3	14	4	2-17	-79.92863425007086	40.44538618758081
943360	0085S00076000000	6415 WILKINS AVE	PITTSBURGH, PA	0	0	4	11402.97	1225.04	Residential	Point Breeze	9	14	2	14	4	2-18	-79.91846792275378	40.444495422312016
943361	0086B00282000000	5629 WOODMONT ST	EMLENTON, PA	0	0	4	6091.53	1110.85	Residential	Squirrel Hill North	8	14	3	14	4	2-18	-79.92669370471813	40.442287914317966
943362	0086E00264000000	5430 AYLESBORO AVE	IRVING, TX	0	0	4	16679.26	555.6	Residential	Squirrel Hill North	8	14	3	14	4	2-8	-79.93231382634357	40.438319492991525
943363	0086H00099000000	1619 SHADY AVE	PITTSBURGH, PA	0	0	4	18829.81	3035.28	Residential	Squirrel Hill North	8	14	3	14	4	2-18	-79.91905921024214	40.43970596525919
943364	0086L00013000000	1700 MURRAY AVE	PITTSBURGH, PA	0	0	4	358455.85	0	Commercial	Squirrel Hill South	5	14	3	14	4	2-18	-79.92333649555229	40.43775890960254
943365	0087A00190000000	5500 HOBART ST	PITTSBURGH, PA	0	0	4	32942.9	3943.43	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93026175894147	40.432011530210005
943366	0087C00091000000	2242 MURRAY AVE	PITTSBURGH, PA	0	0	4	17982.68	2348.74	Commercial	Squirrel Hill South	5	14	3	14	4	2-21	-79.92349073948608	40.431573649707566
943367	0087F00140000000	5644 MELVIN ST	PITTSBURGH, PA	0	0	4	6443.82	267.69	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92569808172492	40.43011559735432
943368	0087G00266000000	2333 SHERBROOK ST	PITTSBURGH, PA	0	0	4	1829.34	445.6	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92129649464003	40.43051389263164
943369	0087L00137000000	6308 BURCHFIELD AVE	SAINT PAUL, MN	0	0	4	4771.26	109.19	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92289450098569	40.426357481202025
943370	0087N00053000000	958 LILAC ST	PITTSBURGH, PA	0	0	4	7022.85	874.57	Residential	Greenfield	5	15	3	15	4	2-15	-79.93106267241606	40.42376673918281
943371	0087N00279000000	4149 WINDSOR ST	PITTSBURGH, PA	0	0	4	5490.85	970.36	Residential	Greenfield	5	15	3	15	4	2-15	-79.92924003760629	40.42371701482784
943372	0087P00049000000	4133 MURRAY AVE	PITTSBURGH, PA	0	0	4	4196.53	499.45	Residential	Greenfield	5	15	3	15	4	2-15	-79.9280825934596	40.42392352002872
943373	0087R00128000000	6323 EBDY ST	PITTSBURGH, PA	0	0	4	8215.54	1093.06	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92306096320523	40.42474799617556
943374	0088A00284000000	4207 WINDSOR ST	PITTSBURGH, PA	0	0	4	3161.94	1410.38	Residential	Greenfield	5	15	3	15	4	2-15	-79.92946574838187	40.42307404656535
943375	0088G00231000000	3161 BEECHWOOD BLVD	MIAMI, FL	0	0	4	463.29	60.51	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92234654118641	40.41966795150129
943376	0088M00064000000	1617 OVERTON LN	IRVING, TX	0	0	4	13760.03	677.11	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9190351948087	40.418311045987785
943377	0088M00068000000	1625 OVERTON LN	ADDISON, TX	0	0	4	17621.86	935.65	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91916406443377	40.41826081949578
943378	0090M00167000000	ARMORHILL AVE	YOUNGSTOWN, OH	0	0	4	67.92	9.21	Residential	New Homestead	5	31	4	31	4	4-20	-79.91915668454268	40.39709186829924
943379	0090M00169000000	4405 ARMORHILL AVE	YOUNGSTOWN, OH	0	0	4	1146.83	170.82	Residential	New Homestead	5	31	4	31	4	4-20	-79.91924175049901	40.39701396901944
943380	0091H00001000000	REVENUE ST	HOMESTEAD, PA	0	0	4	165.96	22.51	Commercial	New Homestead	5	31	4	31	4	4-20	-79.91831165968598	40.391367209072605
943381	0091L00002000000	CHORD ST	HONOLULU, HI	0	0	4	60.36	8.19	Residential	New Homestead	5	31	4	31	4	4-20	-79.92427937546813	40.38947002764927
943382	0092H00108000A00	231 GLASS RUN RD	PITTSBURGH, PA	0	0	4	4375.09	25.35	Residential	Hays	5	31	4	31	4	4-20	-79.9349494134119	40.389924137359024
943383	0094E00251000000	2403 RADIANT ST	PITTSBURGH, PA	0	0	4	3667.58	409.25	Residential	Carrick	4	29	4	29	3	4-15	-79.9804559078503	40.39102853708149
943384	0094E00287000000	2429 DIEHL AVE	PITTSBURGH, PA	0	0	4	3342.82	400.13	Residential	Carrick	4	29	4	29	3	4-15	-79.97935316519312	40.39088945474394
943385	0094E00326000000	HOPELAND ST	PITTSBURGH, PA	0	0	4	599.95	78.36	Residential	Carrick	4	29	4	29	3	4-15	-79.97918181903128	40.3917105037194
943386	0094K00057000000	214 CHESTON ST	PITTSBURGH, PA	0	0	4	4503.29	588.18	Residential	Carrick	4	29	4	29	3	4-15	-79.97455450298777	40.38899441910476
943387	0094K00390000000	295 RUTHWOOD AVE	PITTSBURGH, PA	0	0	4	1380.72	565.23	Residential	Carrick	4	29	4	29	3	4-15	-79.97572603162163	40.387757579826555
943388	0094N00006000000	BROWNSVILLE RD	BETHEL PARK, PA	0	0	4	1070.81	139.86	Residential	Carrick	4	29	4	29	3	4-23	-79.98161008088512	40.38712891219958
943389	0095B00229000B00	LYBRIG WAY	PITTSBURGH, PA	0	0	4	262.84	177.37	Residential	Carrick	4	29	4	29	3	4-23	-79.99321274411592	40.39374278745005
943390	0095C00022000000	220 PARKFIELD ST	PITTSBURGH, PA	0	0	4	2778.31	379.52	Residential	Carrick	4	29	4	29	3	4-23	-79.99063182010083	40.3928329926358
943391	0095C00033000000	240 PARKFIELD ST	PITTSBURGH, PA	0	0	4	1505.62	218.13	Residential	Carrick	4	29	4	29	3	4-23	-79.9909562301339	40.39358903813826
943392	0095F00109000000	2138 WALTON AVE	PITTSBURGH, PA	0	0	4	2467.41	793.37	Residential	Overbrook	4	32	4	32	3	4-23	-79.99401155466892	40.38995241020799
943393	0095F00110000000	WALTON AVE	PITTSBURGH, PA	0	0	4	280.18	101.64	Residential	Overbrook	4	32	4	32	3	4-23	-79.99399683003894	40.38988703142218
943394	0095H00178000000	2222 LUTZ AVE	GIBSONIA, PA	0	0	4	3120.88	254.05	Residential	Carrick	4	29	4	29	3	4-12	-79.98503804362201	40.39054122245421
943395	0095K00233000000	2230 LUCINA AVE	PITTSBURGH, PA	0	0	4	1159.21	172.44	Residential	Overbrook	4	32	4	32	3	4-23	-79.99266951584899	40.38820471468968
943396	0095K00319000000	442 SINTON AVE	PITTSBURGH, PA	0	0	4	2483.19	2610.79	Residential	Overbrook	4	29	4	29	3	4-23	-79.99128900515947	40.38789847042096
943397	0095L00051000000	2308 VALERA AVE	PITTSBURGH, PA	0	0	4	3478.06	454.26	Residential	Carrick	4	29	4	29	3	4-23	-79.98733058945227	40.38767612658996
943398	0095R00370000000	2362 ALMONT ST	PITTSBURGH, PA	0	0	4	2777.06	292.3	Residential	Carrick	4	29	4	29	3	4-23	-79.98710951882377	40.38574740803584
943399	0096F00102000000	1241 MERRICK AVE	CHANTILLY, VA	0	0	4	158.62	99.11	Residential	Brookline	4	19	4	19	6	4-26	-80.0114382391128	40.390908938122735
943400	0096J00234000000	1206 BERKSHIRE AVE	PITTSBURGH, PA	0	0	4	4547.43	3344.11	Residential	Brookline	4	19	4	19	6	4-26	-80.015418664226	40.38889947206096
943401	0096R00048000000	2228 PARKLYN ST	PITTSBURGH, PA	0	0	4	2128.36	242.37	Residential	Overbrook	4	32	4	32	3	4-25	-80.00428847517246	40.38615812003304
943402	0096S00146000000	2258 GLENBURY ST	PITTSBURGH, PA	0	0	4	2713.42	237.13	Residential	Overbrook	4	32	4	32	3	4-25	-80.00213963875177	40.386669491932736
943403	0096S00267000000	2270 PARKLYN ST	PITTSBURGH, PA	0	0	4	4739.7	1574.06	Residential	Overbrook	4	32	4	32	3	4-25	-80.0035666234941	40.38548068098613
943404	0096S00278000000	2291 BERNARD ST	PITTSBURGH, PA	0	0	4	1400.67	0	Residential	Overbrook	4	32	4	32	3	4-25	-80.00348172411249	40.384822470573376
943405	0097C00014000000	729 FORDHAM AVE	PITTSBURGH, PA	0	0	4	2678.48	279.47	Residential	Brookline	4	19	4	19	6	4-26	-80.02357127695886	40.391985577816605
943406	0097D00109000000	927 BROOKLINE BLVD	INDIANA, PA	0	0	4	11413.83	1490.78	Commercial	Brookline	4	19	4	19	6	4-26	-80.01807591564163	40.39273351966852
943407	0097F00100000000	2843 CASTLEGATE AVE	PITTSBURGH, PA	0	0	4	3655.34	392.06	Residential	Brookline	4	19	4	19	6	4-26	-80.02547681600643	40.391359647448944
943408	0097G00176000000	815 NORWICH AVE	PITTSBURGH, PA	0	0	4	4372.21	302.62	Residential	Brookline	4	19	4	19	6	4-26	-80.02385245973745	40.39107779118424
943409	0097H00096000000	1116 BERKSHIRE AVE	FRISCO, TX	0	0	4	7724.8	2646.63	Residential	Brookline	4	19	4	19	6	4-26	-80.01629690929421	40.38954083767885
943410	0097H00251000000	936 WOODBOURNE AVE	PITTSBURGH, PA	0	0	4	2350.84	189.43	Residential	Brookline	4	19	4	19	6	4-26	-80.01974094072969	40.39088201715544
943411	0097L00145000000	949 DORCHESTER AVE	PITTSBURGH, PA	0	0	4	2898.79	420.97	Residential	Brookline	4	19	4	19	6	4-26	-80.02201417264519	40.388728827435216
943412	0114D00194000000	1256 SAN PEDRO ST	PITTSBURGH, PA	0	0	4	4285.2	499.12	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03632257161787	40.48984409307674
943413	0114F00295000000	1832 WINHURST ST	PITTSBURGH, PA	0	0	4	4999.79	652.28	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.04481131497123	40.487998681792085
943414	0114F00326000000	1802 WINHURST ST	PITTSBURGH, PA	0	0	4	3216.19	299.94	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.0438859202351	40.488772464117126
943415	0114L00314000000	3803 MCCLURE AVE	PITTSBURGH, PA	0	0	4	3013.47	508.92	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03726516766746	40.48448953847354
943416	0114L00324000000	3823 MCCLURE AVE	PITTSBURGH, PA	0	0	4	2702.67	253.86	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.0374596581202	40.48503887962636
943417	0114S00300000000	3604 BRIGHTON RD	PITTSBURGH, PA	0	0	4	571.08	101.81	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03404347299981	40.48221032754332
943418	0115B00130000000	DORNESTIC ST	IRWIN, PA	0	0	4	540.87	66.17	Residential	Perry North	1	26	1	26	1	1-15	-80.02525474599356	40.490334789735456
943419	0115B00131000000	469 DORNESTIC ST	IRWIN, PA	0	0	4	2757.58	425.48	Residential	Perry North	1	26	1	26	1	1-15	-80.02538154509102	40.49039327513897
943420	0115B00286000000	3967 OAKDALE ST	PITTSBURGH, PA	0	0	4	1357.92	184.1	Residential	Brighton Heights	1	26	1	26	1	1-15	-80.02766419366371	40.49025771903963
943421	0115C00219000000	3913 PORTMAN AVE	PITTSBURGH, PA	0	0	4	1169.6	148.75	Residential	Perry North	1	26	1	26	1	1-15	-80.02246243720826	40.48975359710086
943422	0115D00159000000	BONVUE ST	PITTSBURGH, PA	0	0	4	271.6	36.8	Commercial	Perry North	1	26	1	26	1	1-15	-80.0162197769434	40.4902789117688
943423	0115E00200000000	1036 LAPISH RD	PITTSBURGH, PA	0	0	4	3847.24	897.4	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.0311308716286	40.48841500927503
943424	0115H00321000000	47 SEMICIR ST	PITTSBURGH, PA	0	0	4	2992.14	390.81	Residential	Perry North	1	26	1	26	1	1-15	-80.0183583868979	40.48703858628472
943425	0115K00213000000	323 SQUIRE CIR	IRVING, TX	0	0	4	9932.92	1297.33	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.02792573883893	40.48608109296026
943426	0115K00215000000	BRIGHTON WOODS RD	PITTSBURGH, PA	0	0	4	1010.05	131.94	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.02809973858089	40.48591241554267
943427	0115N00124000000	1121 PEMBERTON ST	PITTSBURGH, PA	0	0	4	714.16	86.67	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.03092885413129	40.48244762274158
943428	0115N00154000000	3617 PURDUE ST	PITTSBURGH, PA	0	0	4	3084.68	327.09	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.02959477775296	40.48305090831144
943429	0115N00308000000	1157 CORNELL ST	PITTSBURGH, PA	0	0	4	4425.49	1470.71	Residential	Brighton Heights	1	27	1	27	1	1-14	-80.0322451053821	40.48412254768109
943430	0116A00203000000	224 BONVUE ST	CARNEGIE, PA	0	0	4	3174.3	414.59	Residential	Perry North	1	26	1	26	1	1-15	-80.01454981976086	40.4901307275418
943431	0116A00288000000	BAYTREE ST	PITTSBURGH, PA	0	0	4	58.69	9.06	Residential	Perry North	1	26	1	26	1	1-15	-80.01593097263671	40.48952474705451
943432	0116A00293000000	BAYTREE ST	PITTSBURGH, PA	0	0	4	58.69	8.92	Residential	Perry North	1	26	1	26	1	1-15	-80.0158403679794	40.489517480199694
943433	0116E00128000000	3776 EAST ST	PITTSBURGH, PA	0	0	4	2392.15	312.43	Residential	Perry North	1	26	1	26	1	1-15	-80.0142076654038	40.488231774717214
943434	0116E00152000000	3730 EAST ST	PITTSBURGH, PA	0	0	4	2080.76	11.88	Residential	Perry North	1	26	1	26	1	1-15	-80.01215586801325	40.48806869468055
943435	0116J00329000000	209 VENTURE ST	PITTSBURGH, PA	0	0	4	4641.99	627.78	Residential	Perry North	1	26	1	26	1	1-15	-80.01398770057686	40.485068319215
